Type,maximum_budget,maximum_budget_unit,case_study,,,,
,6361.673339,MtCO2e,BN-ID-TH_Collab,,,,
,3180.836669,MtCO2e,BN-ID-TH_Collab,,,,
,0,MtCO2e,BN-ID-TH_Collab,,,,
,1007.50757,MtCO2e,BN-ID-TH_Collab,,,,
,2015.01514,MtCO2e,BN-ID-TH_Collab,,,,
,3022.522711,MtCO2e,BN-ID-TH_Collab,,,,
,4030.030281,MtCO2e,BN-ID-TH_Collab,,,,
,5037.537851,MtCO2e,BN-ID-TH_Collab,,,,
,6045.045421,MtCO2e,BN-ID-TH_Collab,,,,
,7052.552992,MtCO2e,BN-ID-TH_Collab,,,,
,8060.060562,MtCO2e,BN-ID-TH_Collab,,,,
,4012.397911,MtCO2e,KR-VN_Collab,,,,
,2006.198956,MtCO2e,KR-VN_Collab,,,,
,0,MtCO2e,KR-VN_Collab,,,,
,734.1393082,MtCO2e,KR-VN_Collab,,,,
,1468.278616,MtCO2e,KR-VN_Collab,,,,
,2202.417925,MtCO2e,KR-VN_Collab,,,,
,2936.557233,MtCO2e,KR-VN_Collab,,,,
,3670.696541,MtCO2e,KR-VN_Collab,,,,
,4404.835849,MtCO2e,KR-VN_Collab,,,,
,5138.975157,MtCO2e,KR-VN_Collab,,,,
,5873.114466,MtCO2e,KR-VN_Collab,,,,
,4052.037858,MtCO2e,KR-VN-LA_Collab,,,,
,2026.018929,MtCO2e,KR-VN-LA_Collab,,,,
,0,MtCO2e,KR-VN-LA_Collab,,,,
,741.707967,MtCO2e,KR-VN-LA_Collab,,,,
,1483.415934,MtCO2e,KR-VN-LA_Collab,,,,
,2225.123901,MtCO2e,KR-VN-LA_Collab,,,,
,2966.831868,MtCO2e,KR-VN-LA_Collab,,,,
,3708.539835,MtCO2e,KR-VN-LA_Collab,,,,
,4450.247802,MtCO2e,KR-VN-LA_Collab,,,,
,5191.955769,MtCO2e,KR-VN-LA_Collab,,,,
,5933.663736,MtCO2e,KR-VN-LA_Collab,,,,
,6550.505735,MtCO2e,KR-ID_Collab,,,,
,3275.252867,MtCO2e,KR-ID_Collab,,,,
,0,MtCO2e,KR-ID_Collab,,,,
,1163.779471,MtCO2e,KR-ID_Collab,,,,
,2327.558941,MtCO2e,KR-ID_Collab,,,,
,3491.338412,MtCO2e,KR-ID_Collab,,,,
,4655.117883,MtCO2e,KR-ID_Collab,,,,
,5818.897354,MtCO2e,KR-ID_Collab,,,,
,6982.676824,MtCO2e,KR-ID_Collab,,,,
,8146.456295,MtCO2e,KR-ID_Collab,,,,
,9310.235766,MtCO2e,KR-ID_Collab,,,,
,4517.942056,MtCO2e,KR-PH_Collab,,,,
,3011.961371,MtCO2e,KR-PH_Collab,,,,
,1505.980685,MtCO2e,KR-PH_Collab,,,,
,0,MtCO2e,KR-PH_Collab,,,,
,706.0701094,MtCO2e,KR-PH_Collab,,,,
,1412.140219,MtCO2e,KR-PH_Collab,,,,
,2118.210328,MtCO2e,KR-PH_Collab,,,,
,2824.280437,MtCO2e,KR-PH_Collab,,,,
,3530.350547,MtCO2e,KR-PH_Collab,,,,
,4236.420656,MtCO2e,KR-PH_Collab,,,,
,4942.490766,MtCO2e,KR-PH_Collab,,,,
,6071.857488,MtCO2e,KR-MY_Collab,,,,
,4553.893116,MtCO2e,KR-MY_Collab,,,,
,3035.928744,MtCO2e,KR-MY_Collab,,,,
,1517.964372,MtCO2e,KR-MY_Collab,,,,
,0,MtCO2e,KR-MY_Collab,,,,
,1037.961461,MtCO2e,KR-MY_Collab,,,,
,2075.922922,MtCO2e,KR-MY_Collab,,,,
,3113.884383,MtCO2e,KR-MY_Collab,,,,
,4151.845844,MtCO2e,KR-MY_Collab,,,,
,5189.807305,MtCO2e,KR-MY_Collab,,,,
,6227.768766,MtCO2e,KR-MY_Collab,,,,
,11534.36016,MtCO2e,KR-ID-MY_Collab,,,,
,7689.573439,MtCO2e,KR-ID-MY_Collab,,,,
,3844.78672,MtCO2e,KR-ID-MY_Collab,,,,
,0,MtCO2e,KR-ID-MY_Collab,,,,
,1739.530681,MtCO2e,KR-ID-MY_Collab,,,,
,3479.061362,MtCO2e,KR-ID-MY_Collab,,,,
,5218.592042,MtCO2e,KR-ID-MY_Collab,,,,
,6958.122723,MtCO2e,KR-ID-MY_Collab,,,,
,8697.653404,MtCO2e,KR-ID-MY_Collab,,,,
,10437.18408,MtCO2e,KR-ID-MY_Collab,,,,
,12176.71477,MtCO2e,KR-ID-MY_Collab,,,,
,7665.606066,MtCO2e,KR-ID-PH_Collab,,,,
,3832.803033,MtCO2e,KR-ID-PH_Collab,,,,
,0,MtCO2e,KR-ID-PH_Collab,,,,
,1361.429596,MtCO2e,KR-ID-PH_Collab,,,,
,2722.859191,MtCO2e,KR-ID-PH_Collab,,,,
,4084.288787,MtCO2e,KR-ID-PH_Collab,,,,
,5445.718383,MtCO2e,KR-ID-PH_Collab,,,,
,6807.147979,MtCO2e,KR-ID-PH_Collab,,,,
,8168.577574,MtCO2e,KR-ID-PH_Collab,,,,
,9530.00717,MtCO2e,KR-ID-PH_Collab,,,,
,10891.43677,MtCO2e,KR-ID-PH_Collab,,,,
,6226.543613,MtCO2e,KR-MY-PH_Collab,,,,
,4151.029075,MtCO2e,KR-MY-PH_Collab,,,,
,2075.514538,MtCO2e,KR-MY-PH_Collab,,,,
,0,MtCO2e,KR-MY-PH_Collab,,,,
,1115.567109,MtCO2e,KR-MY-PH_Collab,,,,
,2231.134219,MtCO2e,KR-MY-PH_Collab,,,,
,3346.701328,MtCO2e,KR-MY-PH_Collab,,,,
,4462.268437,MtCO2e,KR-MY-PH_Collab,,,,
,5577.835547,MtCO2e,KR-MY-PH_Collab,,,,
,6693.402656,MtCO2e,KR-MY-PH_Collab,,,,
,7808.969766,MtCO2e,KR-MY-PH_Collab,,,,
,13207.01066,MtCO2e,KR-ID-PH-MY_Collab,,,,
,8804.67377,MtCO2e,KR-ID-PH-MY_Collab,,,,
,4402.336885,MtCO2e,KR-ID-PH-MY_Collab,,,,
,0,MtCO2e,KR-ID-PH-MY_Collab,,,,
,1965.416538,MtCO2e,KR-ID-PH-MY_Collab,,,,
,3930.833076,MtCO2e,KR-ID-PH-MY_Collab,,,,
,5896.249614,MtCO2e,KR-ID-PH-MY_Collab,,,,
,7861.666152,MtCO2e,KR-ID-PH-MY_Collab,,,,
,9827.08269,MtCO2e,KR-ID-PH-MY_Collab,,,,
,11792.49923,MtCO2e,KR-ID-PH-MY_Collab,,,,
,13757.91577,MtCO2e,KR-ID-PH-MY_Collab,,,,
,178.3264021,MtCO2e,MZ_AUT,,,,
,0,MtCO2e,MZ_AUT,,,,
,8.328515692,MtCO2e,MZ_AUT,,,,
,16.65703138,MtCO2e,MZ_AUT,,,,
,24.98554707,MtCO2e,MZ_AUT,,,,
,33.31406277,MtCO2e,MZ_AUT,,,,
,41.64257846,MtCO2e,MZ_AUT,,,,
,49.97109415,MtCO2e,MZ_AUT,,,,
,58.29960984,MtCO2e,MZ_AUT,,,,
,66.62812553,MtCO2e,MZ_AUT,,,,
,74.95664122,MtCO2e,MZ_AUT,,,,
,1314.76181,MtCO2e,SG-KH_Collab,,,,
,1126.938694,MtCO2e,SG-KH_Collab,,,,
,939.1155786,MtCO2e,SG-KH_Collab,,,,
,751.2924629,MtCO2e,SG-KH_Collab,,,,
,563.4693472,MtCO2e,SG-KH_Collab,,,,
,375.6462314,MtCO2e,SG-KH_Collab,,,,
,187.8231157,MtCO2e,SG-KH_Collab,,,,
,0,MtCO2e,SG-KH_Collab,,,,
,464.69352,MtCO2e,SG-KH_Collab,,,,
,929.38704,MtCO2e,SG-KH_Collab,,,,
,1394.08056,MtCO2e,SG-KH_Collab,,,,
,3514.007433,MtCO2e,SG-VN_Collab,,,,
,2342.671622,MtCO2e,SG-VN_Collab,,,,
,1171.335811,MtCO2e,SG-VN_Collab,,,,
,0,MtCO2e,SG-VN_Collab,,,,
,519.5269714,MtCO2e,SG-VN_Collab,,,,
,1039.053943,MtCO2e,SG-VN_Collab,,,,
,1558.580914,MtCO2e,SG-VN_Collab,,,,
,2078.107886,MtCO2e,SG-VN_Collab,,,,
,2597.634857,MtCO2e,SG-VN_Collab,,,,
,3117.161829,MtCO2e,SG-VN_Collab,,,,
,3636.6888,MtCO2e,SG-VN_Collab,,,,
,4802.156176,MtCO2e,KH-ID_Collab,,,,
,2401.078088,MtCO2e,KH-ID_Collab,,,,
,0,MtCO2e,KH-ID_Collab,,,,
,777.2703075,MtCO2e,KH-ID_Collab,,,,
,1554.540615,MtCO2e,KH-ID_Collab,,,,
,2331.810923,MtCO2e,KH-ID_Collab,,,,
,3109.08123,MtCO2e,KH-ID_Collab,,,,
,3886.351538,MtCO2e,KH-ID_Collab,,,,
,4663.621845,MtCO2e,KH-ID_Collab,,,,
,5440.892153,MtCO2e,KH-ID_Collab,,,,
,6218.16246,MtCO2e,KH-ID_Collab,,,,
,6769.181567,MtCO2e,VN-ID_Collab,,,,
,3384.590783,MtCO2e,VN-ID_Collab,,,,
,0,MtCO2e,VN-ID_Collab,,,,
,1057.596338,MtCO2e,VN-ID_Collab,,,,
,2115.192675,MtCO2e,VN-ID_Collab,,,,
,3172.789013,MtCO2e,VN-ID_Collab,,,,
,4230.38535,MtCO2e,VN-ID_Collab,,,,
,5287.981688,MtCO2e,VN-ID_Collab,,,,
,6345.578025,MtCO2e,VN-ID_Collab,,,,
,7403.174363,MtCO2e,VN-ID_Collab,,,,
,8460.7707,MtCO2e,VN-ID_Collab,,,,
,3736.774655,MtCO2e,SG-KH-VN_Collab,,,,
,2491.183103,MtCO2e,SG-KH-VN_Collab,,,,
,1245.591552,MtCO2e,SG-KH-VN_Collab,,,,
,0,MtCO2e,SG-KH-VN_Collab,,,,
,557.9864657,MtCO2e,SG-KH-VN_Collab,,,,
,1115.972931,MtCO2e,SG-KH-VN_Collab,,,,
,1673.959397,MtCO2e,SG-KH-VN_Collab,,,,
,2231.945863,MtCO2e,SG-KH-VN_Collab,,,,
,2789.932329,MtCO2e,SG-KH-VN_Collab,,,,
,3347.918794,MtCO2e,SG-KH-VN_Collab,,,,
,3905.90526,MtCO2e,SG-KH-VN_Collab,,,,
,5029.290927,MtCO2e,SG-KH-ID_Collab,,,,
,2514.645463,MtCO2e,SG-KH-ID_Collab,,,,
,0,MtCO2e,SG-KH-ID_Collab,,,,
,917.87832,MtCO2e,SG-KH-ID_Collab,,,,
,1835.75664,MtCO2e,SG-KH-ID_Collab,,,,
,2753.63496,MtCO2e,SG-KH-ID_Collab,,,,
,3671.51328,MtCO2e,SG-KH-ID_Collab,,,,
,4589.3916,MtCO2e,SG-KH-ID_Collab,,,,
,5507.26992,MtCO2e,SG-KH-ID_Collab,,,,
,6425.14824,MtCO2e,SG-KH-ID_Collab,,,,
,7343.02656,MtCO2e,SG-KH-ID_Collab,,,,
,6996.316317,MtCO2e,SG-VN-ID_Collab,,,,
,3498.158159,MtCO2e,SG-VN-ID_Collab,,,,
,0,MtCO2e,SG-VN-ID_Collab,,,,
,1198.20435,MtCO2e,SG-VN-ID_Collab,,,,
,2396.4087,MtCO2e,SG-VN-ID_Collab,,,,
,3594.61305,MtCO2e,SG-VN-ID_Collab,,,,
,4792.8174,MtCO2e,SG-VN-ID_Collab,,,,
,5991.02175,MtCO2e,SG-VN-ID_Collab,,,,
,7189.2261,MtCO2e,SG-VN-ID_Collab,,,,
,8387.43045,MtCO2e,SG-VN-ID_Collab,,,,
,9585.6348,MtCO2e,SG-VN-ID_Collab,,,,
,6917.693048,MtCO2e,KH-VN-ID_Collab,,,,
,3458.846524,MtCO2e,KH-VN-ID_Collab,,,,
,0,MtCO2e,KH-VN-ID_Collab,,,,
,1091.248395,MtCO2e,KH-VN-ID_Collab,,,,
,2182.49679,MtCO2e,KH-VN-ID_Collab,,,,
,3273.745185,MtCO2e,KH-VN-ID_Collab,,,,
,4364.99358,MtCO2e,KH-VN-ID_Collab,,,,
,5456.241975,MtCO2e,KH-VN-ID_Collab,,,,
,6547.49037,MtCO2e,KH-VN-ID_Collab,,,,
,7638.738765,MtCO2e,KH-VN-ID_Collab,,,,
,8729.98716,MtCO2e,KH-VN-ID_Collab,,,,
,7144.827798,MtCO2e,SG-KH-VN-ID_Collab,,,,
,3572.413899,MtCO2e,SG-KH-VN-ID_Collab,,,,
,0,MtCO2e,SG-KH-VN-ID_Collab,,,,
,1231.856408,MtCO2e,SG-KH-VN-ID_Collab,,,,
,2463.712815,MtCO2e,SG-KH-VN-ID_Collab,,,,
,3695.569223,MtCO2e,SG-KH-VN-ID_Collab,,,,
,4927.42563,MtCO2e,SG-KH-VN-ID_Collab,,,,
,6159.282038,MtCO2e,SG-KH-VN-ID_Collab,,,,
,7391.138445,MtCO2e,SG-KH-VN-ID_Collab,,,,
,8622.994853,MtCO2e,SG-KH-VN-ID_Collab,,,,
,9854.85126,MtCO2e,SG-KH-VN-ID_Collab,,,,
,4693.284642,MtCO2e,ID-LA_Collab,,,,
,2346.642321,MtCO2e,ID-LA_Collab,,,,
,0,MtCO2e,ID-LA_Collab,,,,
,751.1869088,MtCO2e,ID-LA_Collab,,,,
,1502.373818,MtCO2e,ID-LA_Collab,,,,
,2253.560726,MtCO2e,ID-LA_Collab,,,,
,3004.747635,MtCO2e,ID-LA_Collab,,,,
,3755.934544,MtCO2e,ID-LA_Collab,,,,
,4507.121453,MtCO2e,ID-LA_Collab,,,,
,5258.308361,MtCO2e,ID-LA_Collab,,,,
,6009.49527,MtCO2e,ID-LA_Collab,,,,
,158.4726273,MtCO2e,LA-BN_Collab,,,,
,118.8544704,MtCO2e,LA-BN_Collab,,,,
,79.23631363,MtCO2e,LA-BN_Collab,,,,
,39.61815682,MtCO2e,LA-BN_Collab,,,,
,0,MtCO2e,LA-BN_Collab,,,,
,32.55499078,MtCO2e,LA-BN_Collab,,,,
,65.10998157,MtCO2e,LA-BN_Collab,,,,
,97.66497235,MtCO2e,LA-BN_Collab,,,,
,130.2199631,MtCO2e,LA-BN_Collab,,,,
,162.7749539,MtCO2e,LA-BN_Collab,,,,
,195.3299447,MtCO2e,LA-BN_Collab,,,,
,376.2156961,MtCO2e,KH-BN_Collab,,,,
,282.1617721,MtCO2e,KH-BN_Collab,,,,
,188.107848,MtCO2e,KH-BN_Collab,,,,
,94.05392402,MtCO2e,KH-BN_Collab,,,,
,0,MtCO2e,KH-BN_Collab,,,,
,67.33285578,MtCO2e,KH-BN_Collab,,,,
,134.6657116,MtCO2e,KH-BN_Collab,,,,
,201.9985674,MtCO2e,KH-BN_Collab,,,,
,269.3314231,MtCO2e,KH-BN_Collab,,,,
,336.6642789,MtCO2e,KH-BN_Collab,,,,
,403.9971347,MtCO2e,KH-BN_Collab,,,,
,4841.796123,MtCO2e,ID-LA-KH_Collab,,,,
,2420.898062,MtCO2e,ID-LA-KH_Collab,,,,
,0,MtCO2e,ID-LA-KH_Collab,,,,
,784.8389663,MtCO2e,ID-LA-KH_Collab,,,,
,1569.677933,MtCO2e,ID-LA-KH_Collab,,,,
,2354.516899,MtCO2e,ID-LA-KH_Collab,,,,
,3139.355865,MtCO2e,ID-LA-KH_Collab,,,,
,3924.194831,MtCO2e,ID-LA-KH_Collab,,,,
,4709.033798,MtCO2e,ID-LA-KH_Collab,,,,
,5493.872764,MtCO2e,ID-LA-KH_Collab,,,,
,6278.71173,MtCO2e,ID-LA-KH_Collab,,,,
,4732.881009,MtCO2e,ID-LA-BN_Collab,,,,
,2366.440504,MtCO2e,ID-LA-BN_Collab,,,,
,0,MtCO2e,ID-LA-BN_Collab,,,,
,768.0344931,MtCO2e,ID-LA-BN_Collab,,,,
,1536.068986,MtCO2e,ID-LA-BN_Collab,,,,
,2304.103479,MtCO2e,ID-LA-BN_Collab,,,,
,3072.137972,MtCO2e,ID-LA-BN_Collab,,,,
,3840.172465,MtCO2e,ID-LA-BN_Collab,,,,
,4608.206959,MtCO2e,ID-LA-BN_Collab,,,,
,5376.241452,MtCO2e,ID-LA-BN_Collab,,,,
,6144.275945,MtCO2e,ID-LA-BN_Collab,,,,
,4841.752543,MtCO2e,ID-KH-BN_Collab,,,,
,2420.876272,MtCO2e,ID-KH-BN_Collab,,,,
,0,MtCO2e,ID-KH-BN_Collab,,,,
,794.1178918,MtCO2e,ID-KH-BN_Collab,,,,
,1588.235784,MtCO2e,ID-KH-BN_Collab,,,,
,2382.353676,MtCO2e,ID-KH-BN_Collab,,,,
,3176.471567,MtCO2e,ID-KH-BN_Collab,,,,
,3970.589459,MtCO2e,ID-KH-BN_Collab,,,,
,4764.707351,MtCO2e,ID-KH-BN_Collab,,,,
,5558.825243,MtCO2e,ID-KH-BN_Collab,,,,
,6352.943135,MtCO2e,ID-KH-BN_Collab,,,,
,455.4955895,MtCO2e,LA-KH-BN_Collab,,,,
,341.6216921,MtCO2e,LA-KH-BN_Collab,,,,
,227.7477948,MtCO2e,LA-KH-BN_Collab,,,,
,113.8738974,MtCO2e,LA-KH-BN_Collab,,,,
,0,MtCO2e,LA-KH-BN_Collab,,,,
,77.42440078,MtCO2e,LA-KH-BN_Collab,,,,
,154.8488016,MtCO2e,LA-KH-BN_Collab,,,,
,232.2732024,MtCO2e,LA-KH-BN_Collab,,,,
,309.6976031,MtCO2e,LA-KH-BN_Collab,,,,
,387.1220039,MtCO2e,LA-KH-BN_Collab,,,,
,464.5464047,MtCO2e,LA-KH-BN_Collab,,,,
,4881.39249,MtCO2e,ID-LA-KH-BN_Collab,,,,
,2440.696245,MtCO2e,ID-LA-KH-BN_Collab,,,,
,0,MtCO2e,ID-LA-KH-BN_Collab,,,,
,801.6865506,MtCO2e,ID-LA-KH-BN_Collab,,,,
,1603.373101,MtCO2e,ID-LA-KH-BN_Collab,,,,
,2405.059652,MtCO2e,ID-LA-KH-BN_Collab,,,,
,3206.746202,MtCO2e,ID-LA-KH-BN_Collab,,,,
,4008.432753,MtCO2e,ID-LA-KH-BN_Collab,,,,
,4810.119304,MtCO2e,ID-LA-KH-BN_Collab,,,,
,5611.805854,MtCO2e,ID-LA-KH-BN_Collab,,,,
,6413.492405,MtCO2e,ID-LA-KH-BN_Collab,,,,
,4881.906864,MtCO2e,VN-MY_Collab,,,,
,3254.604576,MtCO2e,VN-MY_Collab,,,,
,1627.302288,MtCO2e,VN-MY_Collab,,,,
,0,MtCO2e,VN-MY_Collab,,,,
,768.3291,MtCO2e,VN-MY_Collab,,,,
,1536.6582,MtCO2e,VN-MY_Collab,,,,
,2304.9873,MtCO2e,VN-MY_Collab,,,,
,3073.3164,MtCO2e,VN-MY_Collab,,,,
,3841.6455,MtCO2e,VN-MY_Collab,,,,
,4609.9746,MtCO2e,VN-MY_Collab,,,,
,5378.3037,MtCO2e,VN-MY_Collab,,,,
,2357.415302,MtCO2e,MY-LA_Collab,,,,
,1768.061477,MtCO2e,MY-LA_Collab,,,,
,1178.707651,MtCO2e,MY-LA_Collab,,,,
,589.3538256,MtCO2e,MY-LA_Collab,,,,
,0,MtCO2e,MY-LA_Collab,,,,
,487.838045,MtCO2e,MY-LA_Collab,,,,
,975.67609,MtCO2e,MY-LA_Collab,,,,
,1463.514135,MtCO2e,MY-LA_Collab,,,,
,1951.35218,MtCO2e,MY-LA_Collab,,,,
,2439.190225,MtCO2e,MY-LA_Collab,,,,
,2927.02827,MtCO2e,MY-LA_Collab,,,,
,1067.098788,MtCO2e,LA-SG_Collab,,,,
,933.7114396,MtCO2e,LA-SG_Collab,,,,
,800.3240911,MtCO2e,LA-SG_Collab,,,,
,666.9367426,MtCO2e,LA-SG_Collab,,,,
,533.5493941,MtCO2e,LA-SG_Collab,,,,
,400.1620455,MtCO2e,LA-SG_Collab,,,,
,266.774697,MtCO2e,LA-SG_Collab,,,,
,133.3873485,MtCO2e,LA-SG_Collab,,,,
,0,MtCO2e,LA-SG_Collab,,,,
,592.706685,MtCO2e,LA-SG_Collab,,,,
,1185.41337,MtCO2e,LA-SG_Collab,,,,
,4941.366784,MtCO2e,VN-MY-LA_Collab,,,,
,3294.244523,MtCO2e,VN-MY-LA_Collab,,,,
,1647.122261,MtCO2e,VN-MY-LA_Collab,,,,
,0,MtCO2e,VN-MY-LA_Collab,,,,
,776.9789957,MtCO2e,VN-MY-LA_Collab,,,,
,1553.957991,MtCO2e,VN-MY-LA_Collab,,,,
,2330.936987,MtCO2e,VN-MY-LA_Collab,,,,
,3107.915983,MtCO2e,VN-MY-LA_Collab,,,,
,3884.894979,MtCO2e,VN-MY-LA_Collab,,,,
,4661.873974,MtCO2e,VN-MY-LA_Collab,,,,
,5438.85297,MtCO2e,VN-MY-LA_Collab,,,,
,5222.608989,MtCO2e,VN-MY-SG_Collab,,,,
,3481.739326,MtCO2e,VN-MY-SG_Collab,,,,
,1740.869663,MtCO2e,VN-MY-SG_Collab,,,,
,0,MtCO2e,VN-MY-SG_Collab,,,,
,929.0239714,MtCO2e,VN-MY-SG_Collab,,,,
,1858.047943,MtCO2e,VN-MY-SG_Collab,,,,
,2787.071914,MtCO2e,VN-MY-SG_Collab,,,,
,3716.095886,MtCO2e,VN-MY-SG_Collab,,,,
,4645.119857,MtCO2e,VN-MY-SG_Collab,,,,
,5574.143829,MtCO2e,VN-MY-SG_Collab,,,,
,6503.1678,MtCO2e,VN-MY-SG_Collab,,,,
,3573.467353,MtCO2e,VN-LA-SG_Collab,,,,
,2382.311569,MtCO2e,VN-LA-SG_Collab,,,,
,1191.155784,MtCO2e,VN-LA-SG_Collab,,,,
,0,MtCO2e,VN-LA-SG_Collab,,,,
,528.1768671,MtCO2e,VN-LA-SG_Collab,,,,
,1056.353734,MtCO2e,VN-LA-SG_Collab,,,,
,1584.530601,MtCO2e,VN-LA-SG_Collab,,,,
,2112.707469,MtCO2e,VN-LA-SG_Collab,,,,
,2640.884336,MtCO2e,VN-LA-SG_Collab,,,,
,3169.061203,MtCO2e,VN-LA-SG_Collab,,,,
,3697.23807,MtCO2e,VN-LA-SG_Collab,,,,
,3514.606004,MtCO2e,MY-LA-SG_Collab,,,,
,2811.684803,MtCO2e,MY-LA-SG_Collab,,,,
,2108.763602,MtCO2e,MY-LA-SG_Collab,,,,
,1405.842401,MtCO2e,MY-LA-SG_Collab,,,,
,702.9212007,MtCO2e,MY-LA-SG_Collab,,,,
,0,MtCO2e,MY-LA-SG_Collab,,,,
,810.378474,MtCO2e,MY-LA-SG_Collab,,,,
,1620.756948,MtCO2e,MY-LA-SG_Collab,,,,
,2431.135422,MtCO2e,MY-LA-SG_Collab,,,,
,3241.513896,MtCO2e,MY-LA-SG_Collab,,,,
,4051.89237,MtCO2e,MY-LA-SG_Collab,,,,
,5282.06891,MtCO2e,VN-MY-LA-SG_Collab,,,,
,3521.379273,MtCO2e,VN-MY-LA-SG_Collab,,,,
,1760.689637,MtCO2e,VN-MY-LA-SG_Collab,,,,
,0,MtCO2e,VN-MY-LA-SG_Collab,,,,
,937.6738671,MtCO2e,VN-MY-LA-SG_Collab,,,,
,1875.347734,MtCO2e,VN-MY-LA-SG_Collab,,,,
,2813.021601,MtCO2e,VN-MY-LA-SG_Collab,,,,
,3750.695469,MtCO2e,VN-MY-LA-SG_Collab,,,,
,4688.369336,MtCO2e,VN-MY-LA-SG_Collab,,,,
,5626.043203,MtCO2e,VN-MY-LA-SG_Collab,,,,
,6563.71707,MtCO2e,VN-MY-LA-SG_Collab,,,,
,1154.696698,MtCO2e,BN-PH_Collab,,,,
,577.3483491,MtCO2e,BN-PH_Collab,,,,
,0,MtCO2e,BN-PH_Collab,,,,
,214.4977093,MtCO2e,BN-PH_Collab,,,,
,428.9954187,MtCO2e,BN-PH_Collab,,,,
,643.493128,MtCO2e,BN-PH_Collab,,,,
,857.9908374,MtCO2e,BN-PH_Collab,,,,
,1072.488547,MtCO2e,BN-PH_Collab,,,,
,1286.986256,MtCO2e,BN-PH_Collab,,,,
,1501.483965,MtCO2e,BN-PH_Collab,,,,
,1715.981675,MtCO2e,BN-PH_Collab,,,,
,2946.660178,MtCO2e,BN-MY_Collab,,,,
,2357.328143,MtCO2e,BN-MY_Collab,,,,
,1767.996107,MtCO2e,BN-MY_Collab,,,,
,1178.664071,MtCO2e,BN-MY_Collab,,,,
,589.3320357,MtCO2e,BN-MY_Collab,,,,
,0,MtCO2e,BN-MY_Collab,,,,
,600.2519349,MtCO2e,BN-MY_Collab,,,,
,1200.50387,MtCO2e,BN-MY_Collab,,,,
,1800.755805,MtCO2e,BN-MY_Collab,,,,
,2401.00774,MtCO2e,BN-MY_Collab,,,,
,3001.259675,MtCO2e,BN-MY_Collab,,,,
,2783.532607,MtCO2e,TH-PH_Collab,,,,
,1391.766304,MtCO2e,TH-PH_Collab,,,,
,0,MtCO2e,TH-PH_Collab,,,,
,444.694725,MtCO2e,TH-PH_Collab,,,,
,889.38945,MtCO2e,TH-PH_Collab,,,,
,1334.084175,MtCO2e,TH-PH_Collab,,,,
,1778.7789,MtCO2e,TH-PH_Collab,,,,
,2223.473625,MtCO2e,TH-PH_Collab,,,,
,2668.16835,MtCO2e,TH-PH_Collab,,,,
,3112.863075,MtCO2e,TH-PH_Collab,,,,
,3557.5578,MtCO2e,TH-PH_Collab,,,,
,4211.249971,MtCO2e,TH-MY_Collab,,,,
,2807.49998,MtCO2e,TH-MY_Collab,,,,
,1403.74999,MtCO2e,TH-MY_Collab,,,,
,0,MtCO2e,TH-MY_Collab,,,,
,691.8336857,MtCO2e,TH-MY_Collab,,,,
,1383.667371,MtCO2e,TH-MY_Collab,,,,
,2075.501057,MtCO2e,TH-MY_Collab,,,,
,2767.334743,MtCO2e,TH-MY_Collab,,,,
,3459.168429,MtCO2e,TH-MY_Collab,,,,
,4151.002114,MtCO2e,TH-MY_Collab,,,,
,4842.8358,MtCO2e,TH-MY_Collab,,,,
,2823.128974,MtCO2e,BN-TH-PH_Collab,,,,
,1411.564487,MtCO2e,BN-TH-PH_Collab,,,,
,0,MtCO2e,BN-TH-PH_Collab,,,,
,461.5423093,MtCO2e,BN-TH-PH_Collab,,,,
,923.0846187,MtCO2e,BN-TH-PH_Collab,,,,
,1384.626928,MtCO2e,BN-TH-PH_Collab,,,,
,1846.169237,MtCO2e,BN-TH-PH_Collab,,,,
,2307.711547,MtCO2e,BN-TH-PH_Collab,,,,
,2769.253856,MtCO2e,BN-TH-PH_Collab,,,,
,3230.796165,MtCO2e,BN-TH-PH_Collab,,,,
,3692.338475,MtCO2e,BN-TH-PH_Collab,,,,
,4270.644521,MtCO2e,BN-TH-MY_Collab,,,,
,2847.096347,MtCO2e,BN-TH-MY_Collab,,,,
,1423.548174,MtCO2e,BN-TH-MY_Collab,,,,
,0,MtCO2e,BN-TH-MY_Collab,,,,
,711.0880678,MtCO2e,BN-TH-MY_Collab,,,,
,1422.176136,MtCO2e,BN-TH-MY_Collab,,,,
,2133.264203,MtCO2e,BN-TH-MY_Collab,,,,
,2844.352271,MtCO2e,BN-TH-MY_Collab,,,,
,3555.440339,MtCO2e,BN-TH-MY_Collab,,,,
,4266.528407,MtCO2e,BN-TH-MY_Collab,,,,
,4977.616475,MtCO2e,BN-TH-MY_Collab,,,,
,3440.646604,MtCO2e,BN-PH-MY_Collab,,,,
,2293.764403,MtCO2e,BN-PH-MY_Collab,,,,
,1146.882201,MtCO2e,BN-PH-MY_Collab,,,,
,0,MtCO2e,BN-PH-MY_Collab,,,,
,654.6372392,MtCO2e,BN-PH-MY_Collab,,,,
,1309.274478,MtCO2e,BN-PH-MY_Collab,,,,
,1963.911718,MtCO2e,BN-PH-MY_Collab,,,,
,2618.548957,MtCO2e,BN-PH-MY_Collab,,,,
,3273.186196,MtCO2e,BN-PH-MY_Collab,,,,
,3927.823435,MtCO2e,BN-PH-MY_Collab,,,,
,4582.460675,MtCO2e,BN-PH-MY_Collab,,,,
