Asset_Number,Asset_Class,Location_1,Location_2,Start_Time,End_Time,Period,Transport_Time
77,RE_WIND_Onshore_Lim_8,16,16,0,720,1,0
78,RE_WIND_Onshore_Lim_9,16,16,0,720,1,0
79,RE_WIND_Offshore_Lim_0,16,16,0,720,1,0
80,RE_WIND_Offshore_Lim_1,16,16,0,720,1,0
81,RE_WIND_Offshore_Lim_2,16,16,0,720,1,0
82,RE_WIND_Offshore_Lim_3,16,16,0,720,1,0
83,RE_WIND_Offshore_Lim_4,16,16,0,720,1,0
84,RE_WIND_Offshore_Lim_5,16,16,0,720,1,0
85,RE_WIND_Offshore_Lim_6,16,16,0,720,1,0
86,RE_WIND_Offshore_Lim_7,16,16,0,720,1,0
87,RE_WIND_Offshore_Lim_8,16,16,0,720,1,0
88,RE_WIND_Offshore_Lim_9,16,16,0,720,1,0
89,HYDRO,16,16,0,720,1,0
90,PP_CO2,16,16,0,720,1,0
91,BESS,16,16,0,720,1,0
92,EL_to_HTH,16,16,0,720,1,0
93,EL_to_NH3,16,16,0,720,1,0
94,NH3_Storage,16,16,0,720,1,0
95,NH3_to_EL,16,16,0,720,1,0
96,NH3_to_HTH,16,16,0,720,1,0
97,FF_to_HTH,16,16,0,720,1,0
98,EL_Demand,16,16,0,720,1,0
99,HTH_Demand,16,16,0,720,1,0
